post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:Смаки,attribute_data:Смаки,attribute_default:Смаки
"Мерло червоне н/с | 0,5 л",merlo-chervone-n-s-0-5-l,,52984,,,publish,,0,"2023-05-22 13:51:23",16,closed,,,,no,no,,43,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/merlo-chervone-n-s-0-5-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Мерло червоне н/с | 1 л",merlo-chervone-n-s-1-l,,52985,,,publish,,0,"2023-05-22 13:52:07",16,closed,,,,no,no,,80,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/merlo-chervone-n-s-1-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Мерло червоне н/с | 1,5 л",merlo-chervone-n-s-1-5-l,,52986,,,publish,,0,"2023-05-22 13:52:52",16,closed,,,,no,no,,120,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/merlo-chervone-n-s-1-5-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Мерло червоне н/с | 2 л",merlo-chervone-n-s-2-l,,52987,,,publish,,0,"2023-05-22 13:53:28",16,closed,,,,no,no,,160,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/merlo-chervone-n-s-2-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Княгиня Лідія Н/С рожева суниця | 0,5 л",knyagynya-lidiya-n-s-rozheve-sunytsya-0-5-l,,52988,,,publish,,0,"2023-05-22 13:55:02",16,closed,,,,no,no,,43,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/knyagynya-lidiya-n-s-rozheve-sunytsya-0-5-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Княгиня Лідія Н/С рожева суниця | 1 л",knyagynya-lidiya-n-s-rozheva-sunytsya-1-l,,52989,,,publish,,0,"2023-05-22 13:56:05",16,closed,,,,no,no,,83,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/knyagynya-lidiya-n-s-rozheva-sunytsya-1-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Княгиня Лідія Н/С рожева суниця | 1,5 л",knyagynya-lidiya-n-s-rozheva-sunytsya-1-5-l,,52990,,,publish,,0,"2023-05-22 13:58:28",16,closed,,,,no,no,,124,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/knyagynya-lidiya-n-s-rozheva-sunytsya-1-5-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Княгиня Лідія Н/С рожева суниця | 2 л",knyagynya-lidiya-n-s-rozheva-sunytsya-2-l,,52991,,,publish,,0,"2023-05-22 13:59:02",16,closed,,,,no,no,,166,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/knyagynya-lidiya-n-s-rozheva-sunytsya-2-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Мускат біле Н/сухе | 0,5 л",muskat-bile-n-suhe-0-5-l,,52992,,,publish,,0,"2023-05-22 14:00:56",16,closed,,,,no,no,,52,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/muskat-bile-n-suhe-0-5-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Мускат біле Н/сухе | 1 л",muskat-bile-n-suhe-1-l,,52993,,,publish,,0,"2023-05-22 14:01:31",16,closed,,,,no,no,,97,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/muskat-bile-n-suhe-1-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Мускат біле Н/сухе | 1,5 л",muskat-bile-n-suhe-1-5-l,,52994,,,publish,,0,"2023-05-22 14:02:45",16,closed,,,,no,no,,144,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/muskat-bile-n-suhe-1-5-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Мускат біле Н/сухе | 2 л",muskat-bile-n-suhe-2-l,,52995,,,publish,,0,"2023-05-22 14:03:25",16,closed,,,,no,no,,192,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/muskat-bile-n-suhe-2-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Шантель де блан біле Н/С персик | 0,5 л",shantel-de-blan-bile-n-s-persyk-0-5-l,,52996,,,publish,,0,"2023-05-22 14:05:09",16,closed,,,,no,no,,43,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shantel-de-blan-bile-n-s-persyk-0-5-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Шантель де блан біле Н/С персик | 1 л",shantel-de-blan-bile-n-s-persyk-1-l,,52997,,,publish,,0,"2023-05-22 14:05:53",16,closed,,,,no,no,,83,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shantel-de-blan-bile-n-s-persyk-1-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Шантель де блан біле Н/С персик | 1,5 л",shantel-de-blan-bile-n-s-persyk-1-5-l,,52998,,,publish,,0,"2023-05-22 14:06:32",16,closed,,,,no,no,,124,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shantel-de-blan-bile-n-s-persyk-1-5-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Шантель де блан біле Н/С персик | 2 л",shantel-de-blan-bile-n-s-persyk-2-l,,52999,,,publish,,0,"2023-05-22 14:07:49",16,closed,,,,no,no,,166,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shantel-de-blan-bile-n-s-persyk-2-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Каберне червоне сухе | 0,5 л",kaberne-chervone-suhe-0-5-l,,53000,,,publish,,0,"2023-05-22 14:09:34",16,closed,,,,no,no,,47,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/kaberne-chervone-suhe-0-5-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Каберне червоне сухе | 1 л",kaberne-chervone-suhe-1-l,,53001,,,publish,,0,"2023-05-22 14:10:54",16,closed,,,,no,no,,90,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/kaberne-chervone-suhe-1-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Каберне червоне сухе | 1,5 л",kaberne-chervone-suhe-1-5-l,,53002,,,publish,,0,"2023-05-22 14:12:05",16,closed,,,,no,no,,135,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/kaberne-chervone-suhe-1-5-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Каберне червоне сухе | 2 л",kaberne-chervone-suhe-2-l,,53004,,,publish,,0,"2023-05-22 14:32:43",16,closed,,,,no,no,,180,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/kaberne-chervone-suhe-2-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Шардоне біле сухе | 0,5 л",shardone-bile-suhe-0-5-l-2,,53005,,,publish,,0,"2023-05-22 14:33:35",16,closed,,,,no,no,,47,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shardone-bile-suhe-0-5-l-2/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Шардоне біле сухе | 1 л",shardone-bile-suhe-1-l,,53006,,,publish,,0,"2023-05-22 14:34:09",16,closed,,,,no,no,,90,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shardone-bile-suhe-1-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Шардоне біле сухе | 1,5 л",shardone-bile-suhe-1-5-l,,53007,,,publish,,0,"2023-05-22 14:34:46",16,closed,,,,no,no,,135,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shardone-bile-suhe-1-5-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Шардоне біле сухе | 2 л",shardone-bile-suhe-2-l,,53008,,,publish,,0,"2023-05-22 14:35:17",16,closed,,,,no,no,,180,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shardone-bile-suhe-2-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Квас | 0,5л",kvas-0-5l,,53060,,,publish,,0,"2023-05-29 23:12:25",16,closed,,,,no,no,,28,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/kvas-0-5l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Напої|Не бажані > Пивна Затока",,,,,
"Квас | 1 л",kvas-1-l,,53061,,,publish,,0,"2023-05-29 23:13:12",16,closed,,,,no,no,,50,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/kvas-1-l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Напої|Не бажані > Пивна Затока",,,,,
"Квас | 1,5л",kvas-1-5l,,53062,,,publish,,0,"2023-05-29 23:14:02",16,closed,,,,no,no,,75,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/kvas-1-5l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Напої|Не бажані > Пивна Затока",,,,,
"Квас | 2л",kvas-2l,,53063,,,publish,,0,"2023-05-29 23:14:49",16,closed,,,,no,no,,100,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/kvas-2l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Напої|Не бажані > Пивна Затока",,,,,
"Сидр ""Баобаб"" | 0,5л",sydr-baobab-0-5l,,53064,,,publish,,0,"2023-05-29 23:19:15",16,closed,,,,no,no,,30,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/sydr-baobab-0-5l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Напої|Не бажані > Пивна Затока",,,,,
"Сидр ""Баобаб"" | 1л",sydr-baobab-1l,,53065,,,publish,,0,"2023-05-29 23:19:53",16,closed,,,,no,no,,58,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/sydr-baobab-1l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Напої|Не бажані > Пивна Затока",,,,,
"Сидр ""Баобаб"" | 1,5л",sydr-baobab-1-5l,,53066,,,publish,,0,"2023-05-29 23:20:40",16,closed,,,,no,no,,87,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/sydr-baobab-1-5l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Напої|Не бажані > Пивна Затока",,,,,
"Сидр ""Баобаб"" | 2л",sydr-baobab-2l,,53067,,,publish,,0,"2023-05-29 23:21:21",16,closed,,,,no,no,,116,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/sydr-baobab-2l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Напої|Не бажані > Пивна Затока",,,,,
"Шампанське ""Фраголіно"" червоне/біле | 0,5л",fragolino-chervone-0-5l,,53068,,,publish,,0,"2023-05-29 23:22:33",16,closed,,,,no,no,,40,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/fragolino-chervone-0-5l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Шампанське ""Фраголіно"" червоне/біле | 1л",fragolino-chervone-1l,,53069,,,publish,,0,"2023-05-29 23:23:17",16,closed,,,,no,no,,75,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/fragolino-chervone-1l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Шампанське ""Фраголіно"" червоне/біле | 1,5л",fragolino-chervone-1-5l,,53070,,,publish,,0,"2023-05-29 23:23:58",16,closed,,,,no,no,,112,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/fragolino-chervone-1-5l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Шампанське ""Фраголіно"" червоне/біле | 2л",fragolino-chervone-2l,,53071,,,publish,,0,"2023-05-29 23:24:41",16,closed,,,,no,no,,150,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/fragolino-chervone-2l/,,,,,,,,,,,,simple,,"Не бажані > Пивна Затока > Вино|Не бажані > Пивна Затока",,,,,
"Хот-дог класичний",klasychnyj-br-div-class-ingradient-div,,53086,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 15:27:19",16,closed,,,,no,no,,38,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/klasychnyj-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Не бажані",,,,,
"Хот-дог класичний з сиром",klasychnyj-z-syrom-br-div-class-ingradient-div,,53087,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 15:28:40",16,closed,,,,no,no,,42,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/klasychnyj-z-syrom-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Не бажані",,,,,
"Хот-дог Братвурський",bratvurskyj-br-div-class-ingradient-div,,53088,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 15:29:21",16,closed,,,,no,no,,42,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/bratvurskyj-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Не бажані",,,,,
"Донат з ягідною начинкою",donat-z-yagidnoyu-nachynkoyu-br-div-class-ingradient-div,,53089,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 15:30:30",16,closed,,,,no,no,,26,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/donat-z-yagidnoyu-nachynkoyu-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Не бажані",,,,,
"Донат з шоколадною начинкою",donat-z-shokoladnoyu-nachynkoyu-br-div-class-ingradient-div,,53090,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 15:39:16",16,closed,,,,no,no,,12,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/donat-z-shokoladnoyu-nachynkoyu-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Не бажані",,,,,
"Стейк з філе свинини в маринаді н/ф ваг | 1 кг",stejk-z-file-svynyny-v-marynadi-n-f-vag-1-kg-br-div-class-ingradient-div,,53096,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:02:46",16,closed,,,,no,no,,260,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/stejk-z-file-svynyny-v-marynadi-n-f-vag-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Закуска Українська з чор перцем ох н/ф | 1 кг",zakuska-ukrayinska-z-chor-pertsem-oh-n-f-1-kg-br-div-class-ingradient-div,,53098,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:03:51",16,closed,,,,no,no,,99,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/zakuska-ukrayinska-z-chor-pertsem-oh-n-f-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Крило Куряче в маринаді охол н/ф ваг | 1 кг",krylo-kuryache-v-marynadi-ohol-n-f-vag-1-kg-br-div-class-ingradient-div,,53099,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:04:38",16,closed,,,,no,no,,102,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/krylo-kuryache-v-marynadi-ohol-n-f-vag-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Шашлик Свинний Традиційний охол н/ф ваг | 1 кг",shashlyk-svynnyj-tradytsijnyj-ohol-n-f-vag-1-kg-br-div-class-ingradient-div,,53100,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:05:15",16,closed,,,,no,no,,209,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shashlyk-svynnyj-tradytsijnyj-ohol-n-f-vag-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Ковбаски Домашні до грилю н/ф охолоджені | 1 кг",kovbasky-domashni-do-grylyu-n-f-oholodzheni-1-kg-br-div-class-ingradient-div,,53101,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:06:19",16,closed,,,,no,no,,164,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/kovbasky-domashni-do-grylyu-n-f-oholodzheni-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Гомілка Куряча в маринаді охол н/ф ваг | 1 кг",gomilka-kuryacha-v-marynadi-ohol-n-f-vag-1-kg-br-div-class-ingradient-div,,53102,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:08:23",16,closed,,,,no,no,,103,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/gomilka-kuryacha-v-marynadi-ohol-n-f-vag-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Ребра Свинні мариновані до гриля охол н/ф | 1 кг",rebra-svynni-marynovani-do-grylya-ohol-n-f-1-kg-br-div-class-ingradient-div,,53103,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:09:17",16,closed,,,,no,no,,175,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/rebra-svynni-marynovani-do-grylya-ohol-n-f-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Фарш свинний охолоджений н/ф ваг | 1 кг",farsh-svynnyj-oholodzhenyj-n-f-vag-1-kg-br-div-class-ingradient-div,,53105,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:14:56",16,closed,,,,no,no,,161,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/farsh-svynnyj-oholodzhenyj-n-f-vag-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Фарш Курячо-свинний охолоджений н/ф ваг | 1 кг",farsh-kuryacho-svynnyj-oholodzhenyj-n-f-vag-1-kg-br-div-class-ingradient-div,,53107,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:16:29",16,closed,,,,no,no,,130,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/farsh-kuryacho-svynnyj-oholodzhenyj-n-f-vag-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Ковбаса Куряча н/ф охолоджена ваг | 1 кг",kovbasa-kuryacha-n-f-oholodzhena-vag-1-kg-br-div-class-ingradient-div,,53108,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:17:09",16,closed,,,,no,no,,116,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/kovbasa-kuryacha-n-f-oholodzhena-vag-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Ребра Свинні в маринаді охолод н/ф ваг | 1 кг",rebra-svynni-v-marynadi-oholod-n-f-vag-1-kg-br-div-class-ingradient-div,,53109,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:31:48",16,closed,,,,no,no,,209,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/rebra-svynni-v-marynadi-oholod-n-f-vag-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Закуска Українська з черв перцем охол/ф | 1 кг",zakuska-ukrayinska-z-cherv-pertsem-ohol-f-1-kg-br-div-class-ingradient-div,,53110,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:32:42",16,closed,,,,no,no,,99,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/zakuska-ukrayinska-z-cherv-pertsem-ohol-f-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Шашлик Свинний в маринаді охол н/ф ваг | 1 кг",shashlyk-svynnyj-v-marynadi-ohol-n-f-vag-1-kg-br-div-class-ingradient-div,,53111,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:33:19",16,closed,,,,no,no,,209,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shashlyk-svynnyj-v-marynadi-ohol-n-f-vag-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Стегно Куряче в маринаді охолод н/ф ваг | 1 кг",stegno-kuryache-v-marynadi-oholod-n-f-vag-1-kg-br-div-class-ingradient-div,,53112,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:34:15",16,closed,,,,no,no,,139,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/stegno-kuryache-v-marynadi-oholod-n-f-vag-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Шашлик з курячого філе в маринаді ох н/ф | 1 кг",shashlyk-z-kuryachogo-file-v-marynadi-oh-n-f-1-kg-br-div-class-ingradient-div,,53113,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:35:03",16,closed,,,,no,no,,179,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shashlyk-z-kuryachogo-file-v-marynadi-oh-n-f-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Ковбаски Курячі до грилю н/ф охолоджені | 1 кг",kovbasky-kuryachi-do-grylyu-n-f-oholodzheni-1-kg-br-div-class-ingradient-div,,53114,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:40:58",16,closed,,,,no,no,,138,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/kovbasky-kuryachi-do-grylyu-n-f-oholodzheni-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Четвертина Куряча в маринаді охол н/ф | 1 кг",chetvertyna-kuryacha-v-marynadi-ohol-n-f-1-kg-br-div-class-ingradient-div,,53115,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:41:43",16,closed,,,,no,no,,90,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/chetvertyna-kuryacha-v-marynadi-ohol-n-f-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
"Гуляш свинячий охолодж ваг | 1 кг",gulyash-svynyachyj-oholodzh-vag-1-kg-br-div-class-ingradient-div,,53116,,"<br><div class=""ingradient""> </div>",publish,,0,"2023-06-01 17:42:16",16,closed,,,,no,no,,170,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/gulyash-svynyachyj-oholodzh-vag-1-kg-br-div-class-ingradient-div/,,,,,,,,,,,,simple,,"Наш Край > Напівфабрикати|Наш Край",,,,,
